iso3,country,year,uk_import_qty_t,log_uk_import_qty_t,bii,bii_loss,bio_source
BRA,Brazil,2015,24928.3,10.123799097503255,0.761164546012878,0.23883545398712203,ssp2_projected
BRA,Brazil,2016,27102.94,10.207434383753935,0.759808719158173,0.24019128084182695,ssp2_projected
BRA,Brazil,2017,22909.83,10.03936500351238,0.758525669574738,0.241474330425262,ssp2_projected
BRA,Brazil,2018,23595.32,10.068846046651622,0.757281363010406,0.24271863698959395,ssp2_projected
BRA,Brazil,2019,21039.6,9.954209183555307,0.755928993225098,0.244071006774902,ssp2_projected
BRA,Brazil,2020,23331.53,10.057603803199282,0.754529654979706,0.24547034502029397,ssp2_projected
BWA,Botswana,2010,55.0,4.02535169073515,0.825737714767456,0.17426228523254395,historical
CZE,Czechia,2010,35.0,3.58351893845611,0.61229008436203,0.38770991563796997,historical
CZE,Czechia,2011,2.0,1.0986122886681098,0.612789690494537,0.387210309505463,historical
CZE,Czechia,2012,2.0,1.0986122886681098,0.613425195217133,0.386574804782867,historical
CZE,Czechia,2013,6.0,1.9459101490553132,0.614361345767975,0.38563865423202504,historical
CZE,Czechia,2014,34.8,3.5779478934066544,0.615139305591583,0.38486069440841697,historical
CZE,Czechia,2015,2.7,1.308332819650179,0.615332245826721,0.38466775417327903,ssp2_projected
CZE,Czechia,2016,0.61,0.4762341789963716,0.614588916301727,0.38541108369827304,ssp2_projected
CZE,Czechia,2017,0.24,0.2151113796169455,0.614515900611877,0.385484099388123,ssp2_projected
CZE,Czechia,2018,0.2,0.18232155679395462,0.614072859287262,0.38592714071273804,ssp2_projected
CZE,Czechia,2019,1.06,0.7227059828014898,0.613866925239563,0.386133074760437,ssp2_projected
CZE,Czechia,2020,0.81,0.5933268452777344,0.61197692155838,0.38802307844162,ssp2_projected
DEU,Germany,2010,1056.0,6.963189985870238,0.680931508541107,0.31906849145889304,historical
DEU,Germany,2011,1115.0,7.017506142941256,0.68039333820343,0.31960666179657005,historical
