scenario,bii,year,iso3,bii_loss
ssp5rcp8p5remindmagpie,0.884542346000671,2016,JPN,0.11545765399932895
ssp5rcp8p5remindmagpie,0.830306529998779,2016,PRK,0.16969347000122104
ssp5rcp8p5remindmagpie,0.374446958303452,2016,BGD,0.625553041696548
ssp5rcp8p5remindmagpie,0.783837556838989,2016,MYS,0.21616244316101096
ssp5rcp8p5remindmagpie,0.693038880825043,2016,VNM,0.30696111917495705
ssp5rcp8p5remindmagpie,0.6950443983078,2016,UZB,0.30495560169220004
ssp5rcp8p5remindmagpie,1.0,2016,IRQ,0.0
ssp4rcp6p0gcam,1.0,2047,EGY,0.0
ssp5rcp8p5remindmagpie,0.512820839881897,2016,LBN,0.487179160118103
ssp4rcp6p0gcam,0.683449327945709,2047,SDN,0.316550672054291
ssp5rcp8p5remindmagpie,0.695618510246277,2016,BIH,0.30438148975372303
ssp4rcp6p0gcam,0.893854677677155,2047,MRT,0.10614532232284501
ssp5rcp8p5remindmagpie,0.509649813175201,2016,MDA,0.49035018682479903
ssp4rcp6p0gcam,0.390324085950851,2047,SLE,0.609675914049149
ssp5rcp8p5remindmagpie,0.679413795471191,2016,SVK,0.32058620452880904
ssp4rcp6p0gcam,0.711924433708191,2047,DJI,0.28807556629180897
ssp5rcp8p5remindmagpie,0.580815255641937,2016,UKR,0.41918474435806297
ssp4rcp6p0gcam,0.692012131214142,2047,ETH,0.30798786878585804
ssp5rcp8p5remindmagpie,0.872359097003937,2016,EST,0.127640902996063
ssp4rcp6p0gcam,0.538296163082123,2047,SSD,0.461703836917877
ssp5rcp8p5remindmagpie,0.818532705307007,2016,ISL,0.18146729469299305
ssp4rcp6p0gcam,0.776570856571198,2047,GAB,0.22342914342880205
ssp5rcp8p5remindmagpie,0.952516198158264,2016,SWE,0.04748380184173595
ssp4rcp6p0gcam,0.711110234260559,2047,BWA,0.28888976573944103
ssp5rcp8p5remindmagpie,0.686194777488708,2016,DEU,0.31380522251129195
ssp4rcp6p0gcam,0.729332387447357,2047,NAM,0.27066761255264304
ssp4rcp6p0gcam,0.603851556777954,2047,NZL,0.396148443222046
ssp4rcp6p0gcam,0.985403716564178,2047,PNG,0.014596283435821977
ssp4rcp6p0gcam,0.900123655796051,2047,CAN,0.09987634420394897
ssp4rcp6p0gcam,0.716974198818207,2047,ARG,0.283025801181793
ssp4rcp6p0gcam,0.950447499752045,2047,FLK,0.04955250024795499
ssp5rcp8p5remindmagpie,0.991133868694305,2017,LBY,0.008866131305695024
ssp4rcp6p0gcam,0.935479640960693,2047,GUY,0.06452035903930697
ssp5rcp8p5remindmagpie,0.746381640434265,2017,MAR,0.253618359565735
ssp4rcp6p0gcam,0.98768824338913,2047,SUR,0.012311756610870028
ssp5rcp8p5remindmagpie,0.695255100727081,2017,SDN,0.30474489927291903
ssp4rcp6p0gcam,0.854395806789398,2047,BLZ,0.14560419321060203
ssp5rcp8p5remindmagpie,0.572430312633514,2017,GIN,0.42756968736648604
ssp4rcp6p0gcam,0.631792485713959,2047,CRI,0.36820751428604104
ssp5rcp8p5remindmagpie,0.682911574840546,2017,GMB,0.317088425159454
ssp4rcp6p0gcam,0.705046415328979,2047,HND,0.29495358467102095
ssp5rcp8p5remindmagpie,0.741961181163788,2017,LBR,0.25803881883621205
ssp4rcp6p0gcam,0.734493434429169,2047,PAN,0.26550656557083097
ssp5rcp8p5remindmagpie,0.836552679538727,2017,SEN,0.16344732046127297
ssp4rcp6p0gcam,0.577323794364929,2047,CUB,0.422676205635071
ssp4rcp6p0gcam,0.893048167228699,2047,DMA,0.10695183277130105
ssp5rcp8p5remindmagpie,0.518077909946442,2017,SLE,0.481922090053558
ssp4rcp6p0gcam,0.581664323806763,2047,DOM,0.41833567619323697
ssp5rcp8p5remindmagpie,0.556299448013306,2017,TGO,0.443700551986694
ssp4rcp6p0gcam,0.912685036659241,2047,GLP,0.08731496334075906
ssp5rcp8p5remindmagpie,0.447741538286209,2017,BDI,0.552258461713791
ssp4rcp6p0gcam,0.961287796497345,2047,GRD,0.03871220350265503
ssp5rcp8p5remindmagpie,0.80512535572052,2017,ETH,0.19487464427947998
ssp5rcp8p5remindmagpie,0.573715448379517,2017,MDG,0.42628455162048295
ssp4rcp6p0gcam,0.513542175292969,2047,PRI,0.48645782470703103
ssp5rcp8p5remindmagpie,0.668421983718872,2017,MOZ,0.33157801628112804
ssp5rcp8p5remindmagpie,0.724130213260651,2017,SOM,0.27586978673934903
ssp5rcp8p5remindmagpie,0.853612124919891,2017,CMR,0.14638787508010898
ssp4rcp6p0gcam,0.834678053855896,2047,KOR,0.165321946144104
ssp5rcp8p5remindmagpie,0.825519263744354,2017,BWA,0.17448073625564597
ssp5rcp8p5remindmagpie,0.61988490819931,2017,SWZ,0.38011509180069003
ssp4rcp6p0gcam,0.852245211601257,2047,LAO,0.147754788398743
ssp5rcp8p5remindmagpie,0.697653234004974,2017,AUS,0.30234676599502597
