iso3,country,year,export_qty_t,log_export_qty_t,bii,crops,highintensityag,hpd,pastureland,qualitynatural,urbanextent
BRA,Brazil,2014,30324.15,10.319732680213868,0.762259125709534,0.103038877248764,0.0694550052285194,19.8261489868164,0.229463130235672,0.583758592605591,0.0035569739993661
BWA,Botswana,2010,55.0,4.02535169073515,0.825737714767456,0.0048492639325559,0.0172984749078751,4.02685546875,0.444217622280121,0.494968712329865,0.0018584893550723
CHN,"China, mainland",2013,1.0,0.6931471805599453,0.634050369262695,0.129450783133507,0.150816425681114,140.683853149414,0.417615622282028,0.32301053404808,0.0059648612514138
CHN,"China, mainland",2014,0.28,0.2468600779315258,0.634361147880554,0.128732025623322,0.150397852063179,141.078582763672,0.417616158723831,0.322893589735031,0.0060817063786089
CZE,Czechia,2010,35.0,3.58351893845611,0.61229008436203,0.413833320140839,0.188148096203804,115.902397155762,0.125087037682533,0.378274947404861,0.0117305386811495
CZE,Czechia,2011,2.0,1.0986122886681098,0.612789690494537,0.412937968969345,0.187848091125488,115.943550109863,0.125444605946541,0.37947091460228,0.0118213528767228
CZE,Czechia,2012,2.0,1.0986122886681098,0.613425195217133,0.411954551935196,0.187456756830215,115.984596252441,0.125754162669182,0.380743950605392,0.0119129810482264
CZE,Czechia,2013,6.0,1.9459101490553132,0.614361345767975,0.410525947809219,0.186848923563957,116.025550842285,0.126120686531067,0.382011026144028,0.0120049575343728
CZE,Czechia,2014,34.8,3.5779478934066544,0.615139305591583,0.409302055835724,0.186442032456398,116.093437194824,0.126471534371376,0.383283376693726,0.0121190194040537
DEU,Germany,2010,1056.0,6.963189985870238,0.680931508541107,0.332252472639084,0.364257454872131,227.475677490234,0.128308787941933,0.401802510023117,0.0223825871944427
DEU,Germany,2011,1115.0,7.017506142941256,0.68039333820343,0.333070635795593,0.36490723490715,227.452896118164,0.128015592694283,0.402163356542587,0.0225432757288218
DEU,Germany,2012,762.0,6.637258031284457,0.681620597839355,0.331931471824646,0.363563895225525,227.430358886719,0.127614960074425,0.402958154678345,0.0227022506296635
DEU,Germany,2013,885.0,6.786716950605081,0.683412075042725,0.331096231937408,0.361901521682739,227.737319946289,0.125922322273254,0.403759717941284,0.0228558797389269
DEU,Germany,2014,552.7,6.316623023828922,0.684747636318207,0.330183744430542,0.360588282346725,227.648513793945,0.12506690621376,0.404543071985245,0.0230123940855265
DNK,Denmark,2010,2549.0,7.843848638152472,0.453926056623459,0.475888520479202,0.524403035640717,117.830497741699,0.0376027897000313,0.166685223579407,0.0308701582252979
DNK,Denmark,2011,3374.0,8.12415060330663,0.443251311779022,0.490862905979156,0.541408956050873,118.391807556152,0.0353133119642735,0.161563560366631,0.03115114569664
DNK,Denmark,2012,3177.0,8.064007347096661,0.452948838472366,0.475492537021637,0.523987233638763,118.953094482422,0.0375879444181919,0.164337024092674,0.0314387828111649
